question_number,variant,checkpoint_path,dataset_path,eval_corpus,question,ground_truth,answer,status,reason,token_f1,rouge_l,bertscore_p,bertscore_r,bertscore_f1,bertscore_model,bertscore_lang,bertscore_rescale_with_baseline
32,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿Cómo se define la horchata de chufa?,"La horchata de chufa se define como una bebida refrescante, consumida también como postre, que es originaria de la localidad de Alboraya. Se prepara mezclando agua, azúcar y chufas mojadas o molidas, junto con otros ingredientes que potencian su sabor como la canela y la cáscara de limón.","La horchata de chufa (o *orxata de xufa*) es definida como una bebida refrescante, que también puede consumirse como postre, y es originaria de Alboraya (Valencia, Comunidad Valenciana, España). Se prepara utilizando agua, azúcar y chufas mojadas (o molidas), además de ingredientes que realzan su sabor, tales como la canela y la piel o cáscara de un limón. Las chufas son pequeños tubérculos con forma de nudos que provienen de las raíces de la juncia avellanada, cuyo nombre científico es *Cyperus esculentus*.",ok,,0.5983,0.547,0.4612,0.7388,0.5901,microsoft/deberta-xlarge-mnli,en,True
33,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿Cuáles son los cuatro minerales en los que es rica la horchata de chufa?,"La horchata de chufa es rica en cuatro minerales específicos. Estos minerales son el fósforo, el calcio, el magnesio y el hierro.","La horchata de chufa es rica en los minerales fósforo, calcio, magnesio y hierro.",ok,,0.8276,0.8276,0.7788,0.5416,0.6535,microsoft/deberta-xlarge-mnli,en,True
34,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿Por qué la palabra horchata experimentó una transformación consonántica a «ch» y mantuvo la letra «t» en el idioma español?,"La palabra horchata experimentó esta transformación consonántica y el mantenimiento de la «t» porque el vocablo habría llegado al español a través del mozárabe. Esta influencia lingüística fue la causa de que no siguiera su evolución natural, la cual habría devenido en «orzad».","Según la RAE, el vocablo habría llegado al español a través del mozárabe, lo cual explicaría la transformación consonántica a ""ch"" y el mantenimiento de la ""t"", en lugar de la evolución natural que habría devenido en ""orzad"", similar al italiano ""orzata"".",ok,,0.6571,0.4286,0.5348,0.4957,0.517,microsoft/deberta-xlarge-mnli,en,True
35,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿Cómo se denomina a la horchata cuando se le añade calcio con el fin de sustituir a la leche de vaca?,"Cuando se le añade calcio para sustituir a la leche de vaca, la bebida se denomina leche de chufa. Esta variante resulta más adecuada para dicho propósito que la leche de soja al ser menos energética.","A la horchata, cuando se le añade calcio con el fin de sustituir a la leche de vaca, se denomina leche de chufa.",ok,,0.6,0.56,0.6573,0.3938,0.5166,microsoft/deberta-xlarge-mnli,en,True
36,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿Cuántas especies de hierbas puede llegar a contener la infusión de color rojizo a la que se refiere la horchata en Ecuador?,"En Ecuador, la infusión de color rojizo conocida como horchata puede llegar a contener hasta 71 especies de hierbas diferentes.",La infusión de color rojizo a la que se refiere la horchata en Ecuador puede contener hasta 71 especies de hierbas.,ok,,0.8,0.6857,0.7345,0.6333,0.6837,microsoft/deberta-xlarge-mnli,en,True
37,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿Qué autores de la antigüedad mencionan los beneficios digestivos y desinfectantes de la chufa?,"Los autores persas y árabes de la antigüedad son quienes mencionan los beneficios digestivos y desinfectantes de la chufa. En esa época, este tubérculo era utilizado como una bebida medicinal al considerársele un producto energético y diurético.","Los autores persas y árabes de la antigüedad mencionan los beneficios digestivos y desinfectantes de la chufa, utilizándola en ese entonces como bebida medicinal debido a que la consideraban energética y diurética.",ok,,0.6316,0.6316,0.7127,0.6432,0.6786,microsoft/deberta-xlarge-mnli,en,True
38,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿Cuáles son los tres componentes nutricionales en los que es rica la chufa y por los que se la considera un superalimento si no tiene azúcar?,"La chufa es considerada un superalimento cuando se consume sin azúcar debido a que es rica en tres componentes nutricionales específicos: minerales, grasas insaturadas y proteínas.","La chufa es considerada un superalimento, si no tiene azúcar, debido a que es rica en minerales, grasas insaturadas y proteínas.",ok,,0.7317,0.7317,0.7689,0.6213,0.6933,microsoft/deberta-xlarge-mnli,en,True
39,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿Por qué las condiciones idóneas para el cultivo de la chufa se hallan de manera especial en la huerta de Valencia?,Las condiciones para el cultivo de la chufa se hallan de manera especial en la huerta de Valencia debido a su clima. Este entorno geográfico proporciona específicamente la tierra arenosa y las temperaturas suaves que requiere dicho tubérculo.,"Las condiciones idóneas para el cultivo de la chufa se encuentran de manera especial en la huerta de Valencia debido a su clima, ya que este proporciona tierra arenosa y temperaturas suaves.",ok,,0.8276,0.7931,0.7534,0.6367,0.6944,microsoft/deberta-xlarge-mnli,en,True
40,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿Cómo se llama la planta de cuyas raíces proceden los pequeños tubérculos conocidos como chufas?,La planta de cuyas raíces proceden las chufas se llama juncia avellanada o Cyperus esculentus. Recibe esta denominación específica debido a que la forma de su fruto es muy parecida a la de una avellana.,Los pequeños tubérculos conocidos como chufas proceden de las raíces de la juncia avellanada (*Cyperus esculentus*).,ok,,0.439,0.2927,0.3371,0.1991,0.2675,microsoft/deberta-xlarge-mnli,en,True
41,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿En qué fecha exacta se abrió al público L'Oceanogràfic?,"L'Oceanogràfic abrió sus puertas al público el 14 de febrero de 2003. En el momento de su apertura, este recinto se consolidó como el mayor acuario construido en Europa.",L'Oceanogràfic se abrió al público el 14 de febrero de 2003.,ok,,0.5556,0.5,0.7677,0.3576,0.5388,microsoft/deberta-xlarge-mnli,en,True
42,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿Cómo se define la Ciudad de las Artes y las Ciencias?,"La Ciudad de las Artes y las Ciencias se define como un complejo arquitectónico, cultural y de entretenimiento situado en la ciudad de Valencia. Este destacado complejo de estilo neofuturista fue diseñado por Santiago Calatrava y Félix Candela.","La Ciudad de las Artes y las Ciencias se define como un complejo arquitectónico, cultural y de entretenimiento ubicado en la ciudad de Valencia, capital de la Comunidad Valenciana, España. Este complejo, que tiene un estilo neofuturista, fue diseñado por Santiago Calatrava y Félix Candela, y fue redefinido con el propósito de añadir el arte a la ciencia.",ok,,0.775,0.75,0.6142,0.8402,0.7212,microsoft/deberta-xlarge-mnli,en,True
43,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿Cuáles son las cuatro grandes salas con las que cuenta el Palacio de las Artes Reina Sofía?,"El Palacio de las Artes Reina Sofía cuenta con cuatro grandes salas destinadas a la música y artes escénicas. Estas son una sala principal, un aula magistral, un anfiteatro y un teatro de cámara.","El Palacio de las Artes Reina Sofía cuenta con cuatro grandes salas: una sala principal, aula magistral, anfiteatro y teatro de cámara.",ok,,0.8444,0.8444,0.9153,0.7019,0.8033,microsoft/deberta-xlarge-mnli,en,True
44,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,"¿Por qué motivo se llevó a cabo el desvío del río Turia, cuyo viejo cauce acabaría convirtiéndose en un jardín en los años 1980?","El desvío del río Turia se llevó a cabo a causa de la gran riada de Valencia ocurrida en el año 1957. Tras este suceso y el consiguiente desvío, el viejo cauce acabó convirtiéndose en un jardín durante la década de 1980.",El viejo cauce del río Turia se convirtió en jardín en los años 1980 debido al desvío del río por la gran riada de Valencia en 1957.,ok,,0.5614,0.3509,0.5759,0.3792,0.4734,microsoft/deberta-xlarge-mnli,en,True
45,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿Cómo se tituló el primer anteproyecto elaborado por Ten Ros que fue presentado oficialmente a la Generalidad en mayo de 1989?,"El primer anteproyecto elaborado por Ten Ros se tituló «Vilanova, Una Ciudad de las Ciencias para Valencia». Este documento inicial fue presentado oficialmente a la Generalidad en mayo del año 1989.","El primer anteproyecto elaborado por Ten Ros y presentado oficialmente a la Generalidad en mayo de 1989 se tituló ""Vilanova, Una Ciudad de las Ciencias para Valencia"".",ok,,0.8333,0.5833,0.8488,0.7153,0.7806,microsoft/deberta-xlarge-mnli,en,True
46,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿En qué año fue cancelada la construcción de la proyectada torre de telecomunicaciones de 382 metros de altura de la Ciudad de las Ciencias?,"La construcción de la torre de telecomunicaciones fue cancelada en el año 1996. Previamente, en febrero de 1995, la obra había sido adjudicada con un presupuesto de 14 026 millones de pesetas, pero el proyecto finalmente no se llevó a cabo.","La construcción de la Torre de Telecomunicaciones, que era el elemento principal de la Ciudad de las Ciencias, fue cancelada en 1996.",ok,,0.4314,0.3529,0.478,0.2057,0.3314,microsoft/deberta-xlarge-mnli,en,True
47,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿Quién encargó oficialmente al científico Antonio Ten Ros la redacción de una primera propuesta de una Ciudad de la Ciencia y la Tecnología para Valencia en 1989?,"El encargo oficial fue realizado en 1989 por Joan Lerma, el entonces presidente de la Generalidad Valenciana. Lo hizo a través de José María Bernabé, director general de planificación y estudios de la Presidencia, tras realizar una visita a la Cité des sciences et de l'industrie de París.","El entonces presidente de la Generalidad Valenciana, Joan Lerma, encargó oficialmente al científico Antonio Ten Ros la redacción de una primera propuesta de una Ciudad de la Ciencia y la Tecnología para Valencia en 1989.",ok,,0.3824,0.2353,0.3786,0.2868,0.3339,microsoft/deberta-xlarge-mnli,en,True
48,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿Cuáles son los nombres con los que fueron denominados los tres rascacielos a los que se redujo posteriormente el proyecto?,"El proyecto se redujo posteriormente a la construcción de tres rascacielos. Estos tres edificios fueron denominados como Valencia, Castellón y Alicante.","Los tres rascacielos a los que se redujo posteriormente el proyecto fueron denominados Valencia, Castellón y Alicante.",ok,,0.7742,0.5806,0.6588,0.5116,0.5836,microsoft/deberta-xlarge-mnli,en,True
49,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿Por qué el Dr. Ten Ros decidió apartarse del proyecto de la Ciudad de las Ciencias en mayo de 1993?,El Dr. Ten Ros se apartó del proyecto en mayo de 1993 debido a las discrepancias surgidas en la concepción y la funcionalidad de los espacios expositivos.,El Dr. Ten Ros decidió apartarse del proyecto de la Ciudad de las Ciencias en mayo de 1993 debido a discrepancias en la concepción y funcionalidad de los espacios expositivos.,ok,,0.8,0.8,0.7424,0.8746,0.8069,microsoft/deberta-xlarge-mnli,en,True
50,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿Cómo fue bautizado por algunos medios de comunicación el gran surtidor de agua que el gobierno autonómico planeaba situar en lugar de la torre de comunicaciones?,"El gran surtidor de agua que se planeaba situar en lugar de la torre de comunicaciones fue bautizado por algunos medios de comunicación como ""el chorrito"". Finalmente, este proyecto no se llevó a cabo y fue cancelado tras la polémica.","Algunos medios de comunicación bautizaron el gran surtidor de agua que el gobierno autonómico planeaba situar en lugar de la torre de comunicaciones como ""el chorrito"".",ok,,0.6667,0.5263,0.5863,0.4272,0.5047,microsoft/deberta-xlarge-mnli,en,True
